160;008800;020000;0017600;020000;0017600
160;008900;020034;0017830;020029;0017825
160;009000;020125;0018115;020109;0018100
160;009100;020216;0018395;020189;0018370
160;009200;020304;0018680;020266;0018645
160;009300;020395;0018965;020346;0018920
160;009400;020486;0019255;020426;0019200
160;009500;020576;0019545;020504;0019480
160;009600;020667;0019840;020584;0019760
160;009700;020757;0020135;020662;0020040
160;009800;020848;0020430;020742;0020325
160;009900;020938;0020730;020820;0020610
160;010000;021027;0021025;020899;0020900
160;010100;021120;0021330;020980;0021190
160;010200;021208;0021630;021057;0021480
160;010300;021298;0021935;021135;0021770
160;010400;021389;0022245;021215;0022065
160;010500;021480;0022555;021295;0022360
160;010600;021570;0022865;021373;0022655
160;010700;021661;0023175;021453;0022955
160;010800;021750;0023490;021532;0023255
160;010900;021842;0023810;021611;0023555
160;011000;021931;0024125;021690;0023860
160;011100;022021;0024445;021768;0024160
160;011200;022112;0024765;021848;0024470
160;011300;022203;0025090;021928;0024780
160;011400;022291;0025410;022005;0025085
160;011500;022384;0025740;022086;0025400
160;011600;022472;0026070;022163;0025710
160;011700;022563;0026400;022243;0026025
160;011800;022654;0026730;022323;0026340
160;011900;022746;0027070;022402;0026660
160;012000;022835;0027400;022481;0026975
160;012100;022925;0027740;022559;0027295
160;012200;023013;0028075;022636;0027615
160;012300;023106;0028420;022717;0027940
160;012400;023197;0028765;022797;0028270
160;012500;023286;0029110;022876;0028595
160;012600;023376;0029455;022954;0028920
160;012700;023466;0029800;023032;0029250
160;012800;023557;0030155;023112;0029585
160;012900;023648;0030505;023192;0029920
160;013000;023738;0030860;023270;0030250
160;013100;023827;0031215;023349;0030585
160;013200;023920;0031575;023430;0030930
160;013300;024006;0031930;023506;0031265
160;013400;024098;0032290;023585;0031605
160;013500;024189;0032655;023665;0031950
160;013600;024280;0033020;023745;0032295
160;013700;024368;0033385;023822;0032635
160;013800;024461;0033755;023903;0032985
160;013900;024550;0034125;023982;0033335
160;014000;024640;0034495;024060;0033685
160;014100;024731;0034870;024140;0034035
160;014200;024822;0035245;024220;0034390
160;014300;024912;0035625;024298;0034745
160;014400;025003;0036005;024378;0035105
160;014500;025090;0036380;024453;0035455
160;014600;025182;0036765;024535;0035820
160;014700;025274;0037155;024614;0036185
160;014800;025363;0037535;024693;0036545
160;014900;025454;0037925;024773;0036910
160;015000;025544;0038315;024851;0037275
160;015100;025634;0038705;024929;0037645
160;015200;025725;0039100;025009;0038015
160;015300;025816;0039500;025089;0038385
160;015400;025906;0039895;025167;0038755
160;015500;025995;0040290;025246;0039130
160;015600;026085;0040695;025324;0039505
160;015700;026176;0041095;025404;0039885
160;015800;026267;0041500;025484;0040265
160;015900;026357;0041910;025562;0040645
160;016000;026448;0042315;025642;0041025
160;016100;026538;0042725;025720;0041410
160;016200;026627;0043135;025799;0041795
160;016300;026718;0043550;025879;0042185
160;016400;026808;0043965;025957;0042570
160;016500;026899;0044385;026037;0042960
160;016600;026989;0044800;026115;0043350
160;016700;027078;0045220;026194;0043745
160;016800;027168;0045640;026272;0044135
160;016900;027259;0046070;026352;0044535
160;017000;027350;0046495;026432;0044935
160;017100;027440;0046920;026510;0045330
160;017200;027531;0047355;026590;0045735
160;017300;027621;0047785;026668;0046135
160;017400;027712;0048220;026748;0046540
160;017500;027802;0048655;026826;0046945
160;017600;027893;0049090;026906;0047355
160;017700;027984;0049530;026986;0047765
160;017800;028081;0049985;027081;0048205
