income;percentage;tax
225000;13.6350;30678.75
225100;13.6353;30693.05
225200;13.6356;30707.35
225300;13.6359;30721.70
225400;13.6362;30736.00
225500;13.6364;30750.10
225600;13.6367;30764.40
225700;13.6370;30778.70
225800;13.6373;30793.00
225900;13.6376;30807.35
226000;13.6379;30821.65
226100;13.6381;30835.75
226200;13.6384;30850.05
226300;13.6387;30864.40
226400;13.6390;30878.70
226500;13.6393;30893.00
226600;13.6395;30907.10
226700;13.6398;30921.45
226800;13.6401;30935.75
226900;13.6404;30950.05
227000;13.6407;30964.40
227100;13.6410;30978.70
227200;13.6412;30992.80
227300;13.6415;31007.15
227400;13.6418;31021.45
227500;13.6421;31035.80
227600;13.6424;31050.10
227700;13.6426;31064.20
227800;13.6429;31078.55
227900;13.6432;31092.85
228000;13.6435;31107.20
228100;13.6438;31121.50
228200;13.6441;31135.85
228300;13.6443;31149.95
228400;13.6446;31164.25
228500;13.6449;31178.60
228600;13.6452;31192.95
228700;13.6455;31207.25
228800;13.6458;31221.60
228900;13.6460;31235.70
229000;13.6463;31250.05
229100;13.6466;31264.35
229200;13.6469;31278.70
229300;13.6472;31293.05
229400;13.6474;31307.15
229500;13.6477;31321.45
229600;13.6480;31335.80
229700;13.6483;31350.15
229800;13.6486;31364.50
229900;13.6489;31378.80
230000;13.6491;31392.95
230100;13.6494;31407.25
230200;13.6497;31421.60
230300;13.6500;31435.95
230400;13.6503;31450.30
230500;13.6505;31464.40
230600;13.6508;31478.75
230700;13.6511;31493.10
230800;13.6514;31507.45
230900;13.6517;31521.80
231000;13.6520;31536.10
231100;13.6522;31550.25
231200;13.6525;31564.60
231300;13.6528;31578.95
231400;13.6531;31593.25
231500;13.6534;31607.60
231600;13.6537;31621.95
231700;13.6539;31636.10
231800;13.6542;31650.45
231900;13.6545;31664.80
232000;13.6548;31679.15
232100;13.6551;31693.50
232200;13.6553;31707.60
232300;13.6556;31721.95
232400;13.6559;31736.30
232500;13.6562;31750.65
232600;13.6565;31765.00
232700;13.6568;31779.35
232800;13.6570;31793.50
232900;13.6573;31807.85
233000;13.6576;31822.20
233100;13.6579;31836.55
233200;13.6582;31850.90
233300;13.6585;31865.30
233400;13.6587;31879.40
233500;13.6590;31893.75
233600;13.6593;31908.10
233700;13.6596;31922.50
233800;13.6599;31936.85
233900;13.6601;31950.95
234000;13.6604;31965.35
234100;13.6607;31979.70
234200;13.6610;31994.05
234300;13.6613;32008.45
234400;13.6616;32022.80
234500;13.6618;32036.90
234600;13.6621;32051.30
234700;13.6624;32065.65
234800;13.6627;32080.00
234900;13.6630;32094.40
235000;13.6633;32108.75
235100;13.6635;32122.90
235200;13.6638;32137.25
235300;13.6641;32151.65
235400;13.6644;32166.00
235500;13.6647;32180.35
235600;13.6649;32194.50
235700;13.6652;32208.90
235800;13.6655;32223.25
235900;13.6658;32237.60
236000;13.6661;32252.00
236100;13.6664;32266.35
236200;13.6666;32280.50
236300;13.6669;32294.90
236400;13.6672;32309.25
236500;13.6675;32323.65
236600;13.6678;32338.00
236700;13.6680;32352.15
236800;13.6683;32366.55
236900;13.6686;32380.90
237000;13.6689;32395.30
237100;13.6692;32409.65
237200;13.6695;32424.05
237300;13.6697;32438.20
237400;13.6700;32452.60
237500;13.6703;32466.95
237600;13.6706;32481.35
237700;13.6709;32495.75
237800;13.6712;32510.10
237900;13.6714;32524.25
238000;13.6717;32538.65
238100;13.6720;32553.05
238200;13.6723;32567.40
238300;13.6726;32581.80
238400;13.6728;32595.95
238500;13.6731;32610.35
238600;13.6734;32624.75
238700;13.6737;32639.10
238800;13.6740;32653.50
238900;13.6743;32667.90
239000;13.6745;32682.05
239100;13.6748;32696.45
239200;13.6751;32710.85
239300;13.6754;32725.25
239400;13.6757;32739.65
239500;13.6760;32754.00
239600;13.6762;32768.20
239700;13.6765;32782.55
239800;13.6768;32796.95
239900;13.6771;32811.35
240000;13.6774;32825.75
240100;13.6776;32839.90
240200;13.6779;32854.30
240300;13.6782;32868.70
240400;13.6785;32883.10
240500;13.6788;32897.50
240600;13.6791;32911.90
240700;13.6793;32926.10
240800;13.6796;32940.50
240900;13.6799;32954.90
241000;13.6802;32969.30
241100;13.6805;32983.70
241200;13.6807;32997.85
241300;13.6810;33012.25
241400;13.6813;33026.65
241500;13.6816;33041.05
241600;13.6819;33055.45
241700;13.6822;33069.90
241800;13.6824;33084.05
241900;13.6827;33098.45
242000;13.6830;33112.85
242100;13.6833;33127.25
242200;13.6836;33141.70
242300;13.6839;33156.10
242400;13.6841;33170.25
242500;13.6844;33184.65
242600;13.6847;33199.10
242700;13.6850;33213.50
242800;13.6853;33227.90
242900;13.6855;33242.10
243000;13.6858;33256.50
243100;13.6861;33270.90
243200;13.6864;33285.30
243300;13.6867;33299.75
243400;13.6870;33314.15
243500;13.6872;33328.35
243600;13.6875;33342.75
243700;13.6878;33357.15
243800;13.6881;33371.60
243900;13.6884;33386.00
244000;13.6887;33400.45
244100;13.6889;33414.60
244200;13.6892;33429.05
244300;13.6895;33443.45
244400;13.6898;33457.85
244500;13.6901;33472.30
244600;13.6903;33486.45
244700;13.6906;33500.90
244800;13.6909;33515.30
244900;13.6912;33529.75
245000;13.6915;33544.20
245100;13.6918;33558.60
245200;13.6920;33572.80
245300;13.6923;33587.20
245400;13.6926;33601.65
245500;13.6929;33616.05
245600;13.6932;33630.50
245700;13.6935;33644.95
245800;13.6937;33659.10
245900;13.6940;33673.55
246000;13.6943;33688.00
246100;13.6946;33702.40
246200;13.6949;33716.85
246300;13.6951;33731.05
246400;13.6954;33745.45
246500;13.6957;33759.90
246600;13.6960;33774.35
246700;13.6963;33788.75
246800;13.6966;33803.20
246900;13.6968;33817.40
247000;13.6971;33831.85
247100;13.6974;33846.30
247200;13.6977;33860.70
247300;13.6980;33875.15
247400;13.6982;33889.35
247500;13.6985;33903.80
247600;13.6988;33918.25
247700;13.6991;33932.65
247800;13.6994;33947.10
247900;13.6997;33961.55
248000;13.6999;33975.75
248100;13.7002;33990.20
248200;13.7005;34004.65
248300;13.7008;34019.10
248400;13.7011;34033.55
248500;13.7014;34048.00
248600;13.7016;34062.20
248700;13.7019;34076.65
248800;13.7022;34091.05
248900;13.7025;34105.50
249000;13.7028;34119.95
249100;13.7030;34134.15
249200;13.7033;34148.60
249300;13.7036;34163.05
249400;13.7039;34177.55
249500;13.7042;34192.00
249600;13.7045;34206.45
249700;13.7047;34220.65
249800;13.7050;34235.10
249900;13.7053;34249.55
250000;13.7056;34264.00
250100;13.7059;34278.45
250200;13.7062;34292.90
250300;13.7064;34307.10
250400;13.7067;34321.60
250500;13.7070;34336.05
250600;13.7073;34350.50
250700;13.7076;34364.95
250800;13.7078;34379.15
250900;13.7081;34393.60
251000;13.7084;34408.10
251100;13.7087;34422.55
251200;13.7090;34437.00
251300;13.7093;34451.45
251400;13.7095;34465.70
251500;13.7098;34480.15
251600;13.7101;34494.60
251700;13.7104;34509.10
251800;13.7107;34523.55
251900;13.7110;34538.00
252000;13.7112;34552.20
252100;13.7115;34566.70
252200;13.7118;34581.15
252300;13.7121;34595.65
252400;13.7124;34610.10
252500;13.7126;34624.30
252600;13.7129;34638.80
252700;13.7132;34653.25
252800;13.7135;34667.75
252900;13.7138;34682.20
253000;13.7140;34696.40
253100;13.7143;34710.90
253200;13.7146;34725.35
253300;13.7149;34739.85
253400;13.7152;34754.30
253500;13.7155;34768.80
253600;13.7157;34783.00
253700;13.7160;34797.50
253800;13.7163;34811.95
253900;13.7166;34826.45
254000;13.7169;34840.95
254100;13.7172;34855.40
254200;13.7174;34869.65
254300;13.7177;34884.10
254400;13.7180;34898.60
254500;13.7183;34913.05
254600;13.7186;34927.55
254700;13.7189;34942.05
254800;13.7191;34956.25
254900;13.7194;34970.75
255000;13.7197;34985.25
255100;13.7200;34999.70
255200;13.7203;35014.20
255300;13.7205;35028.45
255400;13.7208;35042.90
255500;13.7211;35057.40
255600;13.7214;35071.90
255700;13.7217;35086.40
255800;13.7220;35100.90
255900;13.7222;35115.10
256000;13.7225;35129.60
256100;13.7228;35144.10
256200;13.7231;35158.60
256300;13.7234;35173.05
256400;13.7236;35187.30
256500;13.7239;35201.80
256600;13.7242;35216.30
256700;13.7245;35230.80
256800;13.7248;35245.30
256900;13.7251;35259.80
257000;13.7253;35274.00
257100;13.7256;35288.50
257200;13.7259;35303.00
257300;13.7262;35317.50
257400;13.7265;35332.00
257500;13.7268;35346.50
257600;13.7270;35360.75
257700;13.7273;35375.25
257800;13.7276;35389.75
257900;13.7279;35404.25
258000;13.7282;35418.75
258100;13.7284;35433.00
258200;13.7287;35447.50
258300;13.7290;35462.00
258400;13.7293;35476.50
258500;13.7296;35491.00
258600;13.7299;35505.50
258700;13.7301;35519.75
258800;13.7304;35534.30
258900;13.7307;35548.80
259000;13.7310;35563.30
259100;13.7313;35577.80
259200;13.7316;35592.30
259300;13.7318;35606.55
259400;13.7321;35621.05
259500;13.7324;35635.60
259600;13.7327;35650.10
259700;13.7330;35664.60
259800;13.7332;35678.85
259900;13.7335;35693.35
260000;13.7338;35707.90
260100;13.7341;35722.40
260200;13.7344;35736.90
260300;13.7347;35751.40
260400;13.7349;35765.70
260500;13.7352;35780.20
260600;13.7355;35794.70
260700;13.7358;35809.25
260800;13.7361;35823.75
260900;13.7364;35838.25
261000;13.7366;35852.55
261100;13.7369;35867.05
261200;13.7372;35881.55
261300;13.7375;35896.10
261400;13.7378;35910.60
261500;13.7380;35924.85
261600;13.7383;35939.40
261700;13.7386;35953.90
261800;13.7389;35968.45
261900;13.7392;35982.95
262000;13.7395;35997.50
262100;13.7397;36011.75
262200;13.7400;36026.30
262300;13.7403;36040.80
262400;13.7406;36055.35
262500;13.7409;36069.85
262600;13.7411;36084.15
262700;13.7414;36098.65
262800;13.7417;36113.20
262900;13.7420;36127.70
263000;13.7423;36142.25
263100;13.7426;36156.80
263200;13.7428;36171.05
263300;13.7431;36185.60
263400;13.7434;36200.10
263500;13.7437;36214.65
263600;13.7440;36229.20
263700;13.7443;36243.70
263800;13.7445;36258.00
263900;13.7448;36272.55
264000;13.7451;36287.05
264100;13.7454;36301.60
264200;13.7457;36316.15
264300;13.7459;36330.40
264400;13.7462;36344.95
264500;13.7465;36359.50
264600;13.7468;36374.05
264700;13.7471;36388.55
264800;13.7474;36403.10
264900;13.7476;36417.40
265000;13.7479;36431.95
265100;13.7482;36446.50
265200;13.7485;36461.00
265300;13.7488;36475.55
265400;13.7490;36489.85
265500;13.7493;36504.40
265600;13.7496;36518.95
265700;13.7499;36533.50
265800;13.7502;36548.05
265900;13.7505;36562.60
266000;13.7507;36576.85
266100;13.7510;36591.40
266200;13.7513;36605.95
266300;13.7516;36620.50
266400;13.7519;36635.05
266500;13.7522;36649.60
266600;13.7524;36663.90
266700;13.7527;36678.45
266800;13.7530;36693.00
266900;13.7533;36707.55
267000;13.7536;36722.10
267100;13.7538;36736.40
267200;13.7541;36750.95
267300;13.7544;36765.50
267400;13.7547;36780.05
267500;13.7550;36794.65
267600;13.7553;36809.20
267700;13.7555;36823.45
267800;13.7558;36838.05
267900;13.7561;36852.60
268000;13.7564;36867.15
268100;13.7567;36881.70
268200;13.7570;36896.25
268300;13.7572;36910.55
268400;13.7575;36925.15
268500;13.7578;36939.70
268600;13.7581;36954.25
268700;13.7584;36968.80
268800;13.7586;36983.10
268900;13.7589;36997.70
269000;13.7592;37012.25
269100;13.7595;37026.80
269200;13.7598;37041.40
269300;13.7601;37055.95
269400;13.7603;37070.25
269500;13.7606;37084.80
269600;13.7609;37099.40
269700;13.7612;37113.95
269800;13.7615;37128.55
269900;13.7618;37143.10
270000;13.7620;37157.40
270100;13.7623;37171.95
270200;13.7626;37186.55
270300;13.7629;37201.10
270400;13.7632;37215.70
270500;13.7634;37230.00
270600;13.7637;37244.55
270700;13.7640;37259.15
270800;13.7643;37273.70
270900;13.7646;37288.30
271000;13.7649;37302.90
271100;13.7651;37317.20
271200;13.7654;37331.75
271300;13.7657;37346.35
271400;13.7660;37360.90
271500;13.7663;37375.50
271600;13.7665;37389.80
271700;13.7668;37404.40
271800;13.7671;37419.00
271900;13.7674;37433.55
272000;13.7677;37448.15
272100;13.7680;37462.75
272200;13.7682;37477.05
272300;13.7685;37491.65
272400;13.7688;37506.20
272500;13.7691;37520.80
272600;13.7694;37535.40
272700;13.7697;37549.95
272800;13.7699;37564.30
272900;13.7702;37578.90
273000;13.7705;37593.45
273100;13.7708;37608.05
273200;13.7711;37622.65
273300;13.7713;37636.95
273400;13.7716;37651.55
273500;13.7719;37666.15
273600;13.7722;37680.75
273700;13.7725;37695.35
273800;13.7728;37709.95
273900;13.7730;37724.25
274000;13.7733;37738.85
274100;13.7736;37753.45
274200;13.7739;37768.05
274300;13.7742;37782.65
274400;13.7745;37797.25
274500;13.7747;37811.55
274600;13.7750;37826.15
274700;13.7753;37840.75
274800;13.7756;37855.35
274900;13.7759;37869.95
275000;13.7761;37884.30
275100;13.7764;37898.90
275200;13.7767;37913.50
275300;13.7770;37928.10
275400;13.7773;37942.70
275500;13.7776;37957.30
275600;13.7778;37971.60
275700;13.7781;37986.20
275800;13.7784;38000.85
275900;13.7787;38015.45
276000;13.7790;38030.05
276100;13.7793;38044.65
276200;13.7795;38059.00
276300;13.7798;38073.60
276400;13.7801;38088.20
276500;13.7804;38102.80
276600;13.7807;38117.40
276700;13.7809;38131.75
276800;13.7812;38146.35
276900;13.7815;38160.95
277000;13.7818;38175.60
277100;13.7821;38190.20
277200;13.7824;38204.80
277300;13.7826;38219.15
277400;13.7829;38233.75
277500;13.7832;38248.40
277600;13.7835;38263.00
277700;13.7838;38277.60
277800;13.7840;38291.95
277900;13.7843;38306.55
278000;13.7846;38321.20
278100;13.7849;38335.80
278200;13.7852;38350.45
278300;13.7855;38365.05
278400;13.7857;38379.40
278500;13.7860;38394.00
278600;13.7863;38408.65
278700;13.7866;38423.25
278800;13.7869;38437.90
278900;13.7871;38452.20
279000;13.7874;38466.85
279100;13.7877;38481.45
279200;13.7880;38496.10
279300;13.7883;38510.70
279400;13.7886;38525.35
279500;13.7888;38539.70
279600;13.7891;38554.30
279700;13.7894;38568.95
279800;13.7897;38583.60
279900;13.7900;38598.20
280000;13.7903;38612.85
280100;13.7905;38627.20
280200;13.7908;38641.80
280300;13.7911;38656.45
280400;13.7914;38671.10
280500;13.7917;38685.70
280600;13.7920;38700.35
280700;13.7922;38714.70
280800;13.7925;38729.35
280900;13.7928;38744.00
281000;13.7931;38758.60
281100;13.7934;38773.25
281200;13.7936;38787.60
281300;13.7939;38802.25
281400;13.7942;38816.90
281500;13.7945;38831.50
281600;13.7948;38846.15
281700;13.7951;38860.80
281800;13.7953;38875.15
281900;13.7956;38889.80
282000;13.7959;38904.45
282100;13.7962;38919.10
282200;13.7965;38933.70
282300;13.7967;38948.10
282400;13.7970;38962.75
282500;13.7973;38977.35
282600;13.7976;38992.00
282700;13.7979;39006.65
282800;13.7982;39021.30
282900;13.7984;39035.65
283000;13.7987;39050.30
283100;13.7990;39064.95
283200;13.7993;39079.60
283300;13.7996;39094.25
283400;13.7999;39108.90
283500;13.8001;39123.30
283600;13.8004;39137.95
283700;13.8007;39152.60
283800;13.8010;39167.25
283900;13.8013;39181.90
284000;13.8015;39196.25
284100;13.8018;39210.90
284200;13.8021;39225.55
284300;13.8024;39240.20
284400;13.8027;39254.90
284500;13.8030;39269.55
284600;13.8032;39283.90
284700;13.8035;39298.55
284800;13.8038;39313.20
284900;13.8041;39327.90
285000;13.8044;39342.55
285100;13.8047;39357.20
285200;13.8049;39371.55
285300;13.8052;39386.25
285400;13.8055;39400.90
285500;13.8058;39415.55
285600;13.8061;39430.20
285700;13.8063;39444.60
285800;13.8066;39459.25
285900;13.8069;39473.95
286000;13.8072;39488.60
286100;13.8075;39503.25
286200;13.8078;39517.90
286300;13.8080;39532.30
286400;13.8083;39546.95
286500;13.8086;39561.65
286600;13.8089;39576.30
286700;13.8092;39591.00
286800;13.8095;39605.65
286900;13.8097;39620.05
287000;13.8100;39634.70
287100;13.8103;39649.35
287200;13.8106;39664.05
287300;13.8109;39678.70
287400;13.8111;39693.10
287500;13.8114;39707.80
287600;13.8117;39722.45
287700;13.8120;39737.10
287800;13.8123;39751.80
287900;13.8126;39766.50
288000;13.8128;39780.85
288100;13.8131;39795.55
288200;13.8134;39810.20
288300;13.8137;39824.90
288400;13.8140;39839.60
288500;13.8142;39853.95
288600;13.8145;39868.65
288700;13.8148;39883.35
288800;13.8151;39898.00
288900;13.8154;39912.70
289000;13.8157;39927.35
289100;13.8159;39941.75
289200;13.8162;39956.45
289300;13.8165;39971.15
289400;13.8168;39985.80
289500;13.8171;40000.50
289600;13.8174;40015.20
289700;13.8176;40029.60
289800;13.8179;40044.25
289900;13.8182;40058.95
290000;13.8185;40073.65
290100;13.8188;40088.35
290200;13.8190;40102.75
290300;13.8193;40117.45
290400;13.8196;40132.10
290500;13.8199;40146.80
290600;13.8202;40161.50
290700;13.8205;40176.20
290800;13.8207;40190.60
290900;13.8210;40205.30
291000;13.8213;40220.00
291100;13.8216;40234.70
291200;13.8219;40249.35
291300;13.8221;40263.80
291400;13.8224;40278.45
291500;13.8227;40293.15
291600;13.8230;40307.85
291700;13.8233;40322.55
291800;13.8236;40337.25
291900;13.8238;40351.65
292000;13.8241;40366.35
292100;13.8244;40381.05
292200;13.8247;40395.75
292300;13.8250;40410.50
292400;13.8253;40425.20
292500;13.8255;40439.60
292600;13.8258;40454.30
292700;13.8261;40469.00
292800;13.8264;40483.70
292900;13.8267;40498.40
293000;13.8269;40512.80
293100;13.8272;40527.50
293200;13.8275;40542.25
293300;13.8278;40556.95
293400;13.8281;40571.65
293500;13.8284;40586.35
293600;13.8286;40600.75
293700;13.8289;40615.50
293800;13.8292;40630.20
293900;13.8295;40644.90
294000;13.8298;40659.60
294100;13.8300;40674.05
294200;13.8303;40688.75
294300;13.8306;40703.45
294400;13.8309;40718.15
294500;13.8312;40732.90
294600;13.8315;40747.60
294700;13.8317;40762.00
294800;13.8320;40776.75
294900;13.8323;40791.45
295000;13.8326;40806.15
295100;13.8329;40820.90
295200;13.8332;40835.60
295300;13.8334;40850.05
295400;13.8337;40864.75
295500;13.8340;40879.45
295600;13.8343;40894.20
295700;13.8346;40908.90
295800;13.8349;40923.65
295900;13.8351;40938.05
296000;13.8354;40952.80
296100;13.8357;40967.50
296200;13.8360;40982.25
296300;13.8363;40996.95
296400;13.8365;41011.40
296500;13.8368;41026.10
296600;13.8371;41040.85
296700;13.8374;41055.55
296800;13.8377;41070.30
296900;13.8380;41085.00
297000;13.8382;41099.45
297100;13.8385;41114.20
297200;13.8388;41128.90
297300;13.8391;41143.65
297400;13.8394;41158.40
297500;13.8396;41172.80
297600;13.8399;41187.55
297700;13.8402;41202.30
297800;13.8405;41217.00
297900;13.8408;41231.75
298000;13.8411;41246.50
298100;13.8413;41260.90
298200;13.8416;41275.65
298300;13.8419;41290.40
298400;13.8422;41305.10
298500;13.8425;41319.85
298600;13.8428;41334.60
298700;13.8430;41349.05
298800;13.8433;41363.80
298900;13.8436;41378.50
299000;13.8439;41393.25
299100;13.8442;41408.00
299200;13.8444;41422.45
299300;13.8447;41437.20
299400;13.8450;41451.95
299500;13.8453;41466.65
299600;13.8456;41481.40
299700;13.8459;41496.15
299800;13.8461;41510.60
299900;13.8464;41525.35
300000;13.8467;41540.10
300100;13.8470;41554.85
300200;13.8473;41569.60
300300;13.8476;41584.35
300400;13.8478;41598.80
300500;13.8481;41613.55
300600;13.8484;41628.30
300700;13.8487;41643.05
300800;13.8490;41657.80
300900;13.8492;41672.25
301000;13.8495;41687.00
301100;13.8498;41701.75
301200;13.8501;41716.50
301300;13.8504;41731.25
301400;13.8507;41746.00
301500;13.8509;41760.45
301600;13.8512;41775.20
301700;13.8515;41790.00
301800;13.8518;41804.75
301900;13.8521;41819.50
302000;13.8524;41834.25
302100;13.8526;41848.70
302200;13.8529;41863.45
302300;13.8532;41878.20
302400;13.8535;41893.00
302500;13.8538;41907.75
302600;13.8540;41922.20
302700;13.8543;41936.95
302800;13.8546;41951.75
302900;13.8549;41966.50
303000;13.8552;41981.25
303100;13.8555;41996.00
303200;13.8557;42010.50
303300;13.8560;42025.25
303400;13.8563;42040.00
303500;13.8566;42054.80
303600;13.8569;42069.55
303700;13.8571;42084.00
303800;13.8574;42098.80
303900;13.8577;42113.55
304000;13.8580;42128.30
304100;13.8583;42143.10
304200;13.8586;42157.85
304300;13.8588;42172.35
304400;13.8591;42187.10
304500;13.8594;42201.85
304600;13.8597;42216.65
304700;13.8600;42231.40
304800;13.8603;42246.20
304900;13.8605;42260.65
305000;13.8608;42275.45
305100;13.8611;42290.20
305200;13.8614;42305.00
305300;13.8617;42319.75
305400;13.8619;42334.25
305500;13.8622;42349.00
305600;13.8625;42363.80
305700;13.8628;42378.60
305800;13.8631;42393.35
305900;13.8634;42408.15
306000;13.8636;42422.60
306100;13.8639;42437.40
306200;13.8642;42452.20
306300;13.8645;42466.95
306400;13.8648;42481.75
306500;13.8650;42496.25
306600;13.8653;42511.00
306700;13.8656;42525.80
306800;13.8659;42540.60
306900;13.8662;42555.35
307000;13.8665;42570.15
307100;13.8667;42584.65
307200;13.8670;42599.40
307300;13.8673;42614.20
307400;13.8676;42629.00
307500;13.8679;42643.80
307600;13.8682;42658.60
307700;13.8684;42673.05
307800;13.8687;42687.85
307900;13.8690;42702.65
308000;13.8693;42717.45
308100;13.8696;42732.25
308200;13.8698;42746.70
308300;13.8701;42761.50
308400;13.8704;42776.30
308500;13.8707;42791.10
308600;13.8710;42805.90
308700;13.8713;42820.70
308800;13.8715;42835.20
308900;13.8718;42850.00
309000;13.8721;42864.80
309100;13.8724;42879.60
309200;13.8727;42894.40
309300;13.8730;42909.20
309400;13.8732;42923.70
309500;13.8735;42938.50
309600;13.8738;42953.30
309700;13.8741;42968.10
309800;13.8744;42982.90
309900;13.8746;42997.40
310000;13.8749;43012.20
310100;13.8752;43027.00
310200;13.8755;43041.80
310300;13.8758;43056.60
310400;13.8761;43071.40
310500;13.8763;43085.90
310600;13.8766;43100.70
310700;13.8769;43115.55
310800;13.8772;43130.35
310900;13.8775;43145.15
311000;13.8778;43159.95
311100;13.8780;43174.45
311200;13.8783;43189.25
311300;13.8786;43204.10
311400;13.8789;43218.90
311500;13.8792;43233.70
311600;13.8794;43248.20
311700;13.8797;43263.00
311800;13.8800;43277.85
311900;13.8803;43292.65
312000;13.8806;43307.45
312100;13.8809;43322.30
312200;13.8811;43336.80
312300;13.8814;43351.60
312400;13.8817;43366.45
312500;13.8820;43381.25
312600;13.8823;43396.05
312700;13.8825;43410.60
312800;13.8828;43425.40
312900;13.8831;43440.20
313000;13.8834;43455.05
313100;13.8837;43469.85
313200;13.8840;43484.70
313300;13.8842;43499.20
313400;13.8845;43514.00
313500;13.8848;43528.85
313600;13.8851;43543.65
313700;13.8854;43558.50
313800;13.8857;43573.35
313900;13.8859;43587.85
314000;13.8862;43602.65
314100;13.8865;43617.50
314200;13.8868;43632.35
314300;13.8871;43647.15
314400;13.8873;43661.65
314500;13.8876;43676.50
314600;13.8879;43691.35
314700;13.8882;43706.15
314800;13.8885;43721.00
314900;13.8888;43735.85
315000;13.8890;43750.35
315100;13.8893;43765.20
315200;13.8896;43780.00
315300;13.8899;43794.85
315400;13.8902;43809.70
315500;13.8905;43824.55
315600;13.8907;43839.05
315700;13.8910;43853.90
315800;13.8913;43868.75
315900;13.8916;43883.55
316000;13.8919;43898.40
316100;13.8921;43912.95
316200;13.8924;43927.75
316300;13.8927;43942.60
316400;13.8930;43957.45
316500;13.8933;43972.30
316600;13.8936;43987.15
316700;13.8938;44001.65
316800;13.8941;44016.50
316900;13.8944;44031.35
317000;13.8947;44046.20
317100;13.8950;44061.05
317200;13.8952;44075.55
317300;13.8955;44090.40
317400;13.8958;44105.25
317500;13.8961;44120.10
317600;13.8964;44134.95
317700;13.8967;44149.80
317800;13.8969;44164.35
317900;13.8972;44179.20
318000;13.8975;44194.05
318100;13.8978;44208.90
318200;13.8981;44223.75
318300;13.8984;44238.60
318400;13.8986;44253.15
318500;13.8989;44268.00
318600;13.8992;44282.85
318700;13.8995;44297.70
318800;13.8998;44312.55
318900;13.9000;44327.10
319000;13.9003;44341.95
319100;13.9006;44356.80
319200;13.9009;44371.65
319300;13.9012;44386.55
319400;13.9015;44401.40
319500;13.9017;44415.95
319600;13.9020;44430.80
319700;13.9023;44445.65
319800;13.9026;44460.50
319900;13.9029;44475.40
320000;13.9032;44490.25
320100;13.9034;44504.80
320200;13.9037;44519.65
320300;13.9040;44534.50
320400;13.9043;44549.40
320500;13.9046;44564.25
320600;13.9048;44578.80
320700;13.9051;44593.65
320800;13.9054;44608.50
320900;13.9057;44623.40
321000;13.9060;44638.25
321100;13.9063;44653.15
321200;13.9065;44667.70
321300;13.9068;44682.55
321400;13.9071;44697.40
321500;13.9074;44712.30
321600;13.9077;44727.15
321700;13.9080;44742.05
321800;13.9082;44756.60
321900;13.9085;44771.45
322000;13.9088;44786.35
322100;13.9091;44801.20
322200;13.9094;44816.10
322300;13.9096;44830.65
322400;13.9099;44845.50
322500;13.9102;44860.40
322600;13.9105;44875.25
322700;13.9108;44890.15
322800;13.9111;44905.05
322900;13.9113;44919.60
323000;13.9116;44934.45
323100;13.9119;44949.35
323200;13.9122;44964.25
323300;13.9125;44979.10
323400;13.9127;44993.65
323500;13.9130;45008.55
323600;13.9133;45023.45
323700;13.9136;45038.30
323800;13.9139;45053.20
323900;13.9142;45068.10
324000;13.9144;45082.65
324100;13.9147;45097.55
324200;13.9150;45112.45
324300;13.9153;45127.30
324400;13.9156;45142.20
324500;13.9159;45157.10
324600;13.9161;45171.65
324700;13.9164;45186.55
324800;13.9167;45201.45
324900;13.9170;45216.35
325000;13.9173;45231.25
325100;13.9175;45245.80
325200;13.9178;45260.70
325300;13.9181;45275.60
325400;13.9184;45290.45
325500;13.9187;45305.35
325600;13.9190;45320.25
325700;13.9192;45334.85
325800;13.9195;45349.75
325900;13.9198;45364.65
326000;13.9201;45379.55
326100;13.9204;45394.40
326200;13.9207;45409.30
326300;13.9209;45423.90
326400;13.9212;45438.80
326500;13.9215;45453.70
326600;13.9218;45468.60
326700;13.9221;45483.50
326800;13.9223;45498.10
326900;13.9226;45513.00
327000;13.9229;45527.90
327100;13.9232;45542.80
327200;13.9235;45557.70
327300;13.9238;45572.60
327400;13.9240;45587.20
327500;13.9243;45602.10
327600;13.9246;45617.00
327700;13.9249;45631.90
327800;13.9252;45646.80
327900;13.9254;45661.40
328000;13.9257;45676.30
328100;13.9260;45691.20
328200;13.9263;45706.10
328300;13.9266;45721.05
328400;13.9269;45735.95
328500;13.9271;45750.50
328600;13.9274;45765.45
328700;13.9277;45780.35
328800;13.9280;45795.25
328900;13.9283;45810.20
329000;13.9286;45825.10
329100;13.9288;45839.70
329200;13.9291;45854.60
329300;13.9294;45869.50
329400;13.9297;45884.45
329500;13.9300;45899.35
329600;13.9302;45913.95
329700;13.9305;45928.85
329800;13.9308;45943.80
329900;13.9311;45958.70
330000;13.9314;45973.60
330100;13.9317;45988.55
330200;13.9319;46003.15
330300;13.9322;46018.05
330400;13.9325;46033.00
330500;13.9328;46047.90
330600;13.9331;46062.85
330700;13.9334;46077.75
330800;13.9336;46092.35
330900;13.9339;46107.30
331000;13.9342;46122.20
331100;13.9345;46137.15
331200;13.9348;46152.05
331300;13.9350;46166.65
331400;13.9353;46181.60
331500;13.9356;46196.50
331600;13.9359;46211.45
331700;13.9362;46226.40
331800;13.9365;46241.30
331900;13.9367;46255.90
332000;13.9370;46270.85
332100;13.9373;46285.75
332200;13.9376;46300.70
332300;13.9379;46315.65
332400;13.9381;46330.25
332500;13.9384;46345.20
