140;007300;020000;0014600;020000;0014600
140;007400;020085;0014865;020074;0014855
140;007500;020194;0015145;020169;0015125
140;007600;020304;0015430;020266;0015400
140;007700;020413;0015720;020361;0015680
140;007800;020522;0016005;020456;0015955
140;007900;020630;0016300;020552;0016235
140;008000;020739;0016590;020647;0016520
140;008100;020848;0016885;020742;0016800
140;008200;020960;0017185;020840;0017090
140;008300;021069;0017485;020935;0017375
140;008400;021178;0017790;021030;0017665
140;008500;021286;0018095;021126;0017955
140;008600;021395;0018400;021221;0018250
140;008700;021506;0018710;021317;0018545
140;008800;021614;0019020;021413;0018845
140;008900;021723;0019335;021508;0019140
140;009000;021832;0019650;021603;0019445
140;009100;021942;0019965;021700;0019745
140;009200;022050;0020285;021793;0020050
140;009300;022160;0020610;021890;0020360
140;009400;022270;0020935;021987;0020670
140;009500;022379;0021260;022082;0020980
140;009600;022488;0021590;022177;0021290
140;009700;022598;0021920;022274;0021605
140;009800;022707;0022255;022369;0021920
140;009900;022816;0022590;022464;0022240
140;010000;022925;0022925;022559;0022560
140;010100;023035;0023265;022656;0022885
140;010200;023144;0023605;022751;0023205
140;010300;023253;0023950;022846;0023530
140;010400;023362;0024295;022941;0023860
140;010500;023472;0024645;023038;0024190
140;010600;023582;0024995;023135;0024525
140;010700;023691;0025350;023230;0024855
140;010800;023800;0025705;023325;0025190
140;010900;023910;0026060;023422;0025530
140;011000;024018;0026420;023515;0025865
140;011100;024128;0026780;023612;0026210
140;011200;024237;0027145;023707;0026550
140;011300;024347;0027510;023804;0026900
140;011400;024454;0027880;023898;0027245
140;011500;024565;0028250;023994;0027595
140;011600;024674;0028620;024089;0027945
140;011700;024784;0028995;024186;0028300
140;011800;024893;0029375;024281;0028650
140;011900;025003;0029755;024378;0029010
140;012000;025112;0030135;024473;0029370
140;012100;025221;0030515;024568;0029725
140;012200;025328;0030900;024662;0030090
140;012300;025440;0031290;024760;0030455
140;012400;025549;0031680;024855;0030820
140;012500;025658;0032075;024950;0031190
140;012600;025766;0032465;025046;0031560
140;012700;025875;0032860;025141;0031930
140;012800;025986;0033260;025237;0032305
140;012900;026094;0033660;025333;0032680
140;013000;026205;0034065;025429;0033060
140;013100;026314;0034470;025524;0033435
140;013200;026424;0034880;025621;0033820
140;013300;026530;0035285;025713;0034200
140;013400;026640;0035700;025810;0034585
140;013500;026750;0036115;025907;0034975
140;013600;026861;0036530;026003;0035365
140;013700;026968;0036945;026097;0035755
140;013800;027078;0037370;026194;0036150
140;013900;027187;0037790;026289;0036540
140;014000;027298;0038215;026385;0036940
140;014100;027406;0038640;026481;0037340
140;014200;027517;0039075;026577;0037740
140;014300;027626;0039505;026672;0038140
140;014400;027734;0039935;026768;0038545
140;014500;027842;0040370;026861;0038950
